tripId (S),currentStopId (S),currentStopStatus (S),direction (S),futureStops (S),routeId (S),startDate (S),timestamp (N),vehicleTimeStamp (S)
064850_2..N01X009,None,None,N,"OrderedDict([(u'247N', [0, 1487605710L]), (u'246N', [1487605830L, 1487605830L]), (u'245N', [1487605890L, 1487605890L]), (u'244N', [1487605980L, 1487605980L]), (u'243N', [1487606070L, 1487606070L]), (u'242N', [1487606160L, 1487606160L]), (u'241N', [1487606220L, 1487606220L]), (u'239N', [1487606400L, 1487606400L]), (u'238N', [1487606490L, 1487606490L]), (u'237N', [1487606610L, 1487606610L]), (u'236N', [1487606730L, 1487606730L]), (u'235N', [1487606790L, 1487606790L]), (u'234N', [1487606880L, 1487606880L]), (u'233N', [1487606970L, 1487606970L]), (u'232N', [1487607060L, 1487607060L]), (u'231N', [1487607150L, 1487607150L]), (u'230N', [1487607330L, 1487607330L]), (u'229N', [1487607390L, 1487607390L]), (u'228N', [1487607540L, 1487607540L]), (u'137N', [1487607600L, 1487607600L]), (u'136N', [1487607690L, 1487607690L]), (u'135N', [1487607750L, 1487607750L]), (u'134N', [1487607840L, 1487607840L]), (u'133N', [1487607960L, 1487607960L]), (u'132N', [1487608050L, 1487608050L]), (u'131N', [1487608110L, 1487608110L]), (u'130N', [1487608170L, 1487608170L]), (u'129N', [1487608260L, 1487608260L]), (u'128N', [1487608320L, 1487608320L]), (u'127N', [1487608440L, 1487608440L]), (u'123N', [1487608680L, 1487608680L]), (u'120N', [1487608860L, 1487608860L]), (u'227N', [1487609100L, 1487609100L]), (u'226N', [1487609160L, 1487609160L]), (u'225N', [1487609250L, 1487609250L]), (u'224N', [1487609340L, 1487609340L]), (u'222N', [1487609520L, 1487609520L]), (u'221N', [1487609640L, 1487609640L]), (u'220N', [1487609760L, 1487609760L]), (u'219N', [1487609850L, 1487609850L]), (u'218N', [1487609910L, 1487609910L]), (u'217N', [1487609970L, 1487609970L]), (u'216N', [1487610060L, 1487610060L]), (u'215N', [1487610180L, 1487610180L]), (u'214N', [1487610300L, 1487610300L]), (u'213N', [1487610390L, 1487610390L]), (u'212N', [1487610510L, 1487610510L]), (u'211N', [1487610630L, 1487610630L]), (u'210N', [1487610750L, 1487610750L]), (u'209N', [1487610810L, 1487610810L]), (u'208N', [1487610900L, 1487610900L]), (u'207N', [1487610990L, 1487610990L]), (u'206N', [1487611080L, 1487611080L]), (u'205N', [1487611140L, 1487611140L]), (u'204N', [1487611230L, 1487611530L]), (u'201N', [1487611650L, 0])])",2,20170220,1487605044,None
066850_4..S06R,None,None,S,"OrderedDict([(u'401S', [0, 1487606910L]), (u'402S', [1487607030L, 1487607030L]), (u'405S', [1487607120L, 1487607120L]), (u'406S', [1487607240L, 1487607240L]), (u'407S', [1487607300L, 1487607300L]), (u'408S', [1487607360L, 1487607360L]), (u'409S', [1487607450L, 1487607450L]), (u'410S', [1487607540L, 1487607540L]), (u'411S', [1487607600L, 1487607600L]), (u'412S', [1487607690L, 1487607690L]), (u'413S', [1487607780L, 1487607780L]), (u'414S', [1487607900L, 1487607900L]), (u'415S', [1487608050L, 1487608050L]), (u'416S', [1487608140L, 1487608140L]), (u'621S', [1487608290L, 1487608290L]), (u'626S', [1487608560L, 1487608560L]), (u'629S', [1487608800L, 1487608800L]), (u'631S', [1487608950L, 1487608950L]), (u'635S', [1487609190L, 1487609190L]), (u'640S', [1487609460L, 1487609460L]), (u'418S', [1487609550L, 1487609550L]), (u'419S', [1487609640L, 1487609640L]), (u'420S', [1487609700L, 1487609700L]), (u'423S', [1487610000L, 1487610000L]), (u'234S', [1487610120L, 1487610120L]), (u'235S', [1487610210L, 1487610210L]), (u'239S', [1487610450L, 1487610450L]), (u'250S', [1487610660L, 0])])",4,20170220,1487605044,None
055250_2..N01X009,212N,1,N,"OrderedDict([(u'212N', [1487605061L, 1487605061L]), (u'211N', [1487605181L, 1487605181L]), (u'210N', [1487605301L, 1487605301L]), (u'209N', [1487605361L, 1487605361L]), (u'208N', [1487605451L, 1487605451L]), (u'207N', [1487605541L, 1487605541L]), (u'206N', [1487605631L, 1487605631L]), (u'205N', [1487605691L, 1487605691L]), (u'204N', [1487605781L, 1487606081L]), (u'201N', [1487606201L, 0])])",2,20170220,1487605044,1487605031
066000_GS.N01R,None,None,N,"OrderedDict([(u'901N', [0, 1487606400L]), (u'902N', [1487606490L, 0])])",GS,20170220,1487605044,None
063400_1..N03X003,128N,1,N,"OrderedDict([(u'128N', [1487605028L, 1487605088L]), (u'127N', [1487605268L, 1487605268L]), (u'126N', [1487605388L, 1487605388L]), (u'125N', [1487605508L, 1487605508L]), (u'124N', [1487605598L, 1487605598L]), (u'123N', [1487605658L, 1487605658L]), (u'122N', [1487605778L, 1487605778L]), (u'121N', [1487605838L, 1487605838L]), (u'120N', [1487605958L, 1487605958L]), (u'119N', [1487606048L, 1487606048L]), (u'118N', [1487606138L, 1487606138L]), (u'117N', [1487606198L, 1487606198L]), (u'116N', [1487606348L, 1487606348L]), (u'115N', [1487606468L, 0])])",1,20170220,1487605044,1487605028
056900_2..S01X015,137S,1,S,"OrderedDict([(u'137S', [1487605029L, 1487605029L]), (u'228S', [1487605089L, 1487605089L]), (u'229S', [1487605239L, 1487605239L]), (u'230S', [1487605299L, 1487605299L]), (u'231S', [1487605569L, 1487605569L]), (u'232S', [1487605629L, 1487605629L]), (u'233S', [1487605719L, 1487605719L]), (u'234S', [1487605779L, 1487605779L]), (u'235S', [1487605869L, 1487605869L]), (u'236S', [1487605929L, 1487605929L]), (u'237S', [1487606049L, 1487606049L]), (u'238S', [1487606139L, 1487606139L]), (u'239S', [1487606229L, 1487606229L]), (u'241S', [1487606409L, 1487606409L]), (u'242S', [1487606469L, 1487606469L]), (u'243S', [1487606559L, 1487606559L]), (u'244S', [1487606649L, 1487606949L]), (u'245S', [1487607039L, 1487607039L]), (u'246S', [1487607129L, 1487607129L]), (u'247S', [1487607249L, 0])])",2,20170220,1487605044,1487604999
061700_2..S01X015,214S,1,S,"OrderedDict([(u'214S', [1487605025L, 1487605025L]), (u'215S', [1487605145L, 1487605145L]), (u'216S', [1487605265L, 1487605265L]), (u'217S', [1487605355L, 1487605355L]), (u'218S', [1487605415L, 1487605415L]), (u'219S', [1487605505L, 1487605505L]), (u'220S', [1487605595L, 1487605595L]), (u'221S', [1487605715L, 1487605715L]), (u'222S', [1487605835L, 1487605835L]), (u'224S', [1487606015L, 1487606015L]), (u'225S', [1487606105L, 1487606105L]), (u'226S', [1487606195L, 1487606195L]), (u'227S', [1487606255L, 1487606255L]), (u'120S', [1487606525L, 1487606525L]), (u'123S', [1487606675L, 1487606675L]), (u'127S', [1487606945L, 1487606945L]), (u'128S', [1487607065L, 1487607065L]), (u'129S', [1487607125L, 1487607125L]), (u'130S', [1487607185L, 1487607185L]), (u'131S', [1487607245L, 1487607245L]), (u'132S', [1487607305L, 1487607305L]), (u'133S', [1487607395L, 1487607395L]), (u'134S', [1487607485L, 1487607485L]), (u'135S', [1487607575L, 1487607575L]), (u'136S', [1487607635L, 1487607635L]), (u'137S', [1487607725L, 1487607725L]), (u'228S', [1487607785L, 1487607785L]), (u'229S', [1487607935L, 1487607935L]), (u'230S', [1487607995L, 1487607995L]), (u'231S', [1487608265L, 1487608265L]), (u'232S', [1487608325L, 1487608325L]), (u'233S', [1487608415L, 1487608415L]), (u'234S', [1487608475L, 1487608475L]), (u'235S', [1487608565L, 1487608565L]), (u'236S', [1487608625L, 1487608625L]), (u'237S', [1487608745L, 1487608745L]), (u'238S', [1487608835L, 1487608835L]), (u'239S', [1487608925L, 1487608925L]), (u'241S', [1487609105L, 1487609105L]), (u'242S', [1487609165L, 1487609165L]), (u'243S', [1487609255L, 1487609255L]), (u'244S', [1487609345L, 1487609645L]), (u'245S', [1487609735L, 1487609735L]), (u'246S', [1487609825L, 1487609825L]), (u'247S', [1487609945L, 0])])",2,20170220,1487605044,1487604995
065550_2..N01X009,None,None,N,"OrderedDict([(u'247N', [0, 1487606130L]), (u'246N', [1487606250L, 1487606250L]), (u'245N', [1487606310L, 1487606310L]), (u'244N', [1487606400L, 1487606400L]), (u'243N', [1487606490L, 1487606490L]), (u'242N', [1487606580L, 1487606580L]), (u'241N', [1487606640L, 1487606640L]), (u'239N', [1487606820L, 1487606820L]), (u'238N', [1487606910L, 1487606910L]), (u'237N', [1487607030L, 1487607030L]), (u'236N', [1487607150L, 1487607150L]), (u'235N', [1487607210L, 1487607210L]), (u'234N', [1487607300L, 1487607300L]), (u'233N', [1487607390L, 1487607390L]), (u'232N', [1487607480L, 1487607480L]), (u'231N', [1487607570L, 1487607570L]), (u'230N', [1487607750L, 1487607750L]), (u'229N', [1487607810L, 1487607810L]), (u'228N', [1487607960L, 1487607960L]), (u'137N', [1487608020L, 1487608020L]), (u'136N', [1487608110L, 1487608110L]), (u'135N', [1487608170L, 1487608170L]), (u'134N', [1487608260L, 1487608260L]), (u'133N', [1487608380L, 1487608380L]), (u'132N', [1487608470L, 1487608470L]), (u'131N', [1487608530L, 1487608530L]), (u'130N', [1487608590L, 1487608590L]), (u'129N', [1487608680L, 1487608680L]), (u'128N', [1487608740L, 1487608740L]), (u'127N', [1487608860L, 1487608860L]), (u'123N', [1487609100L, 1487609100L]), (u'120N', [1487609280L, 1487609280L]), (u'227N', [1487609520L, 1487609520L]), (u'226N', [1487609580L, 1487609580L]), (u'225N', [1487609670L, 1487609670L]), (u'224N', [1487609760L, 1487609760L]), (u'222N', [1487609940L, 1487609940L]), (u'221N', [1487610060L, 1487610060L]), (u'220N', [1487610180L, 1487610180L]), (u'219N', [1487610270L, 1487610270L]), (u'218N', [1487610330L, 1487610330L]), (u'217N', [1487610390L, 1487610390L]), (u'216N', [1487610480L, 1487610480L]), (u'215N', [1487610600L, 1487610600L]), (u'214N', [1487610720L, 1487610720L]), (u'213N', [1487610810L, 1487610810L]), (u'212N', [1487610930L, 1487610930L]), (u'211N', [1487611050L, 1487611050L]), (u'210N', [1487611170L, 1487611170L]), (u'209N', [1487611230L, 1487611230L]), (u'208N', [1487611320L, 1487611320L]), (u'207N', [1487611410L, 1487611410L]), (u'206N', [1487611500L, 1487611500L]), (u'205N', [1487611560L, 1487611560L]), (u'204N', [1487611650L, 1487611950L]), (u'201N', [1487612070L, 0])])",2,20170220,1487605044,None
064250_5..S08R,None,None,S,"OrderedDict([(u'501S', [0, 1487605350L]), (u'502S', [1487605470L, 1487605470L]), (u'503S', [1487605620L, 1487605620L]), (u'504S', [1487605770L, 1487605770L]), (u'505S', [1487605830L, 1487605830L]), (u'213S', [1487606010L, 1487606010L]), (u'214S', [1487606100L, 1487606100L]), (u'215S', [1487606220L, 1487606220L]), (u'216S', [1487606340L, 1487606340L]), (u'217S', [1487606430L, 1487606430L]), (u'218S', [1487606490L, 1487606490L]), (u'219S', [1487606580L, 1487606580L]), (u'220S', [1487606670L, 1487606670L]), (u'221S', [1487606790L, 1487606790L]), (u'222S', [1487606910L, 1487606910L]), (u'416S', [1487607060L, 1487607060L]), (u'621S', [1487607210L, 1487607210L]), (u'626S', [1487607480L, 1487607480L]), (u'629S', [1487607720L, 1487607720L]), (u'631S', [1487607870L, 1487607870L]), (u'635S', [1487608110L, 1487608110L]), (u'640S', [1487608380L, 1487608380L]), (u'418S', [1487608470L, 1487608470L]), (u'419S', [1487608560L, 1487608560L]), (u'420S', [1487608620L, 0])])",5,20170220,1487605044,None
065700_2..S01X015,None,None,S,"OrderedDict([(u'201S', [0, 1487606220L]), (u'204S', [1487606310L, 1487606310L]), (u'205S', [1487606400L, 1487606400L]), (u'206S', [1487606460L, 1487606460L]), (u'207S', [1487606550L, 1487606550L]), (u'208S', [1487606640L, 1487606640L]), (u'209S', [1487606730L, 1487606730L]), (u'210S', [1487606790L, 1487606790L]), (u'211S', [1487606910L, 1487606910L]), (u'212S', [1487607030L, 1487607030L]), (u'213S', [1487607150L, 1487607150L]), (u'214S', [1487607240L, 1487607240L]), (u'215S', [1487607360L, 1487607360L]), (u'216S', [1487607480L, 1487607480L]), (u'217S', [1487607570L, 1487607570L]), (u'218S', [1487607630L, 1487607630L]), (u'219S', [1487607720L, 1487607720L]), (u'220S', [1487607810L, 1487607810L]), (u'221S', [1487607930L, 1487607930L]), (u'222S', [1487608050L, 1487608050L]), (u'224S', [1487608230L, 1487608230L]), (u'225S', [1487608320L, 1487608320L]), (u'226S', [1487608410L, 1487608410L]), (u'227S', [1487608470L, 1487608470L]), (u'120S', [1487608740L, 1487608740L]), (u'123S', [1487608890L, 1487608890L]), (u'127S', [1487609160L, 1487609160L]), (u'128S', [1487609280L, 1487609280L]), (u'129S', [1487609340L, 1487609340L]), (u'130S', [1487609400L, 1487609400L]), (u'131S', [1487609460L, 1487609460L]), (u'132S', [1487609520L, 1487609520L]), (u'133S', [1487609610L, 1487609610L]), (u'134S', [1487609700L, 1487609700L]), (u'135S', [1487609790L, 1487609790L]), (u'136S', [1487609850L, 1487609850L]), (u'137S', [1487609940L, 1487609940L]), (u'228S', [1487610000L, 1487610000L]), (u'229S', [1487610150L, 1487610150L]), (u'230S', [1487610210L, 1487610210L]), (u'231S', [1487610480L, 1487610480L]), (u'232S', [1487610540L, 1487610540L]), (u'233S', [1487610630L, 1487610630L]), (u'234S', [1487610690L, 1487610690L]), (u'235S', [1487610780L, 1487610780L]), (u'236S', [1487610840L, 1487610840L]), (u'237S', [1487610960L, 1487610960L]), (u'238S', [1487611050L, 1487611050L]), (u'239S', [1487611140L, 1487611140L]), (u'241S', [1487611320L, 1487611320L]), (u'242S', [1487611380L, 1487611380L]), (u'243S', [1487611470L, 1487611470L]), (u'244S', [1487611560L, 1487611860L]), (u'245S', [1487611950L, 1487611950L]), (u'246S', [1487612040L, 1487612040L]), (u'247S', [1487612160L, 0])])",2,20170220,1487605044,None
054550_2..N01X009,208N,0,N,"OrderedDict([(u'208N', [1487605077L, 1487605077L]), (u'207N', [1487605167L, 1487605167L]), (u'206N', [1487605257L, 1487605257L]), (u'205N', [1487605317L, 1487605317L]), (u'204N', [1487605407L, 1487605707L]), (u'201N', [1487605827L, 0])])",2,20170220,1487605044,1487605037
060650_5..S08R,621S,2,S,"OrderedDict([(u'621S', [1487605093L, 1487605093L]), (u'626S', [1487605363L, 1487605363L]), (u'629S', [1487605603L, 1487605603L]), (u'631S', [1487605753L, 1487605753L]), (u'635S', [1487605993L, 1487605993L]), (u'640S', [1487606263L, 1487606383L]), (u'418S', [1487606473L, 1487606473L]), (u'419S', [1487606563L, 1487606563L]), (u'420S', [1487606623L, 0])])",5,20170220,1487605044,1487605038
063900_GS.S03R,None,None,S,"OrderedDict([(u'902S', [0, 1487605140L]), (u'901S', [1487605230L, 0])])",GS,20170220,1487605044,None
063300_2..S01X015,206S,1,S,"OrderedDict([(u'206S', [1487605037L, 1487605037L]), (u'207S', [1487605127L, 1487605127L]), (u'208S', [1487605217L, 1487605217L]), (u'209S', [1487605307L, 1487605307L]), (u'210S', [1487605367L, 1487605367L]), (u'211S', [1487605487L, 1487605487L]), (u'212S', [1487605607L, 1487605607L]), (u'213S', [1487605727L, 1487605727L]), (u'214S', [1487605817L, 1487605817L]), (u'215S', [1487605937L, 1487605937L]), (u'216S', [1487606057L, 1487606057L]), (u'217S', [1487606147L, 1487606147L]), (u'218S', [1487606207L, 1487606207L]), (u'219S', [1487606297L, 1487606297L]), (u'220S', [1487606387L, 1487606387L]), (u'221S', [1487606507L, 1487606507L]), (u'222S', [1487606627L, 1487606627L]), (u'224S', [1487606807L, 1487606807L]), (u'225S', [1487606897L, 1487606897L]), (u'226S', [1487606987L, 1487606987L]), (u'227S', [1487607047L, 1487607047L]), (u'120S', [1487607317L, 1487607317L]), (u'123S', [1487607467L, 1487607467L]), (u'127S', [1487607737L, 1487607737L]), (u'128S', [1487607857L, 1487607857L]), (u'129S', [1487607917L, 1487607917L]), (u'130S', [1487607977L, 1487607977L]), (u'131S', [1487608037L, 1487608037L]), (u'132S', [1487608097L, 1487608097L]), (u'133S', [1487608187L, 1487608187L]), (u'134S', [1487608277L, 1487608277L]), (u'135S', [1487608367L, 1487608367L]), (u'136S', [1487608427L, 1487608427L]), (u'137S', [1487608517L, 1487608517L]), (u'228S', [1487608577L, 1487608577L]), (u'229S', [1487608727L, 1487608727L]), (u'230S', [1487608787L, 1487608787L]), (u'231S', [1487609057L, 1487609057L]), (u'232S', [1487609117L, 1487609117L]), (u'233S', [1487609207L, 1487609207L]), (u'234S', [1487609267L, 1487609267L]), (u'235S', [1487609357L, 1487609357L]), (u'236S', [1487609417L, 1487609417L]), (u'237S', [1487609537L, 1487609537L]), (u'238S', [1487609627L, 1487609627L]), (u'239S', [1487609717L, 1487609717L]), (u'241S', [1487609897L, 1487609897L]), (u'242S', [1487609957L, 1487609957L]), (u'243S', [1487610047L, 1487610047L]), (u'244S', [1487610137L, 1487610437L]), (u'245S', [1487610527L, 1487610527L]), (u'246S', [1487610617L, 1487610617L]), (u'247S', [1487610737L, 0])])",2,20170220,1487605044,1487605007
064100_2..S01X015,None,None,S,"OrderedDict([(u'201S', [0, 1487605260L]), (u'204S', [1487605350L, 1487605350L]), (u'205S', [1487605440L, 1487605440L]), (u'206S', [1487605500L, 1487605500L]), (u'207S', [1487605590L, 1487605590L]), (u'208S', [1487605680L, 1487605680L]), (u'209S', [1487605770L, 1487605770L]), (u'210S', [1487605830L, 1487605830L]), (u'211S', [1487605950L, 1487605950L]), (u'212S', [1487606070L, 1487606070L]), (u'213S', [1487606190L, 1487606190L]), (u'214S', [1487606280L, 1487606280L]), (u'215S', [1487606400L, 1487606400L]), (u'216S', [1487606520L, 1487606520L]), (u'217S', [1487606610L, 1487606610L]), (u'218S', [1487606670L, 1487606670L]), (u'219S', [1487606760L, 1487606760L]), (u'220S', [1487606850L, 1487606850L]), (u'221S', [1487606970L, 1487606970L]), (u'222S', [1487607090L, 1487607090L]), (u'224S', [1487607270L, 1487607270L]), (u'225S', [1487607360L, 1487607360L]), (u'226S', [1487607450L, 1487607450L]), (u'227S', [1487607510L, 1487607510L]), (u'120S', [1487607780L, 1487607780L]), (u'123S', [1487607930L, 1487607930L]), (u'127S', [1487608200L, 1487608200L]), (u'128S', [1487608320L, 1487608320L]), (u'129S', [1487608380L, 1487608380L]), (u'130S', [1487608440L, 1487608440L]), (u'131S', [1487608500L, 1487608500L]), (u'132S', [1487608560L, 1487608560L]), (u'133S', [1487608650L, 1487608650L]), (u'134S', [1487608740L, 1487608740L]), (u'135S', [1487608830L, 1487608830L]), (u'136S', [1487608890L, 1487608890L]), (u'137S', [1487608980L, 1487608980L]), (u'228S', [1487609040L, 1487609040L]), (u'229S', [1487609190L, 1487609190L]), (u'230S', [1487609250L, 1487609250L]), (u'231S', [1487609520L, 1487609520L]), (u'232S', [1487609580L, 1487609580L]), (u'233S', [1487609670L, 1487609670L]), (u'234S', [1487609730L, 1487609730L]), (u'235S', [1487609820L, 1487609820L]), (u'236S', [1487609880L, 1487609880L]), (u'237S', [1487610000L, 1487610000L]), (u'238S', [1487610090L, 1487610090L]), (u'239S', [1487610180L, 1487610180L]), (u'241S', [1487610360L, 1487610360L]), (u'242S', [1487610420L, 1487610420L]), (u'243S', [1487610510L, 1487610510L]), (u'244S', [1487610600L, 1487610900L]), (u'245S', [1487610990L, 1487610990L]), (u'246S', [1487611080L, 1487611080L]), (u'247S', [1487611200L, 0])])",2,20170220,1487605044,None
064400_4..N06R,None,None,N,"OrderedDict([(u'250N', [0, 1487605440L]), (u'239N', [1487605620L, 1487605620L]), (u'235N', [1487605860L, 1487605860L]), (u'234N', [1487605950L, 1487605950L]), (u'423N', [1487606040L, 1487606040L]), (u'420N', [1487606340L, 1487606340L]), (u'419N', [1487606400L, 1487606400L]), (u'418N', [1487606490L, 1487606490L]), (u'640N', [1487606580L, 1487606580L]), (u'635N', [1487606850L, 1487606850L]), (u'631N', [1487607090L, 1487607090L]), (u'629N', [1487607210L, 1487607210L]), (u'626N', [1487607420L, 1487607420L]), (u'621N', [1487607720L, 1487607720L]), (u'416N', [1487607870L, 1487607870L]), (u'415N', [1487607990L, 1487607990L]), (u'414N', [1487608140L, 1487608140L]), (u'413N', [1487608260L, 1487608260L]), (u'412N', [1487608350L, 1487608350L]), (u'411N', [1487608440L, 1487608440L]), (u'410N', [1487608500L, 1487608500L]), (u'409N', [1487608590L, 1487608590L]), (u'408N', [1487608680L, 1487608680L]), (u'407N', [1487608740L, 1487608740L]), (u'406N', [1487608800L, 1487608800L]), (u'405N', [1487608920L, 1487608920L]), (u'402N', [1487609010L, 1487609010L]), (u'401N', [1487609130L, 0])])",4,20170220,1487605044,None
061200_4..N06R,635N,2,N,"OrderedDict([(u'635N', [1487605151L, 1487605151L]), (u'631N', [1487605391L, 1487605391L]), (u'629N', [1487605511L, 1487605511L]), (u'626N', [1487605721L, 1487605721L]), (u'621N', [1487606021L, 1487606021L]), (u'416N', [1487606171L, 1487606171L]), (u'415N', [1487606291L, 1487606291L]), (u'414N', [1487606441L, 1487606441L]), (u'413N', [1487606561L, 1487606561L]), (u'412N', [1487606651L, 1487606651L]), (u'411N', [1487606741L, 1487606741L]), (u'410N', [1487606801L, 1487606801L]), (u'409N', [1487606891L, 1487606891L]), (u'408N', [1487606981L, 1487606981L]), (u'407N', [1487607041L, 1487607041L]), (u'406N', [1487607101L, 1487607101L]), (u'405N', [1487607221L, 1487607221L]), (u'402N', [1487607311L, 1487607311L]), (u'401N', [1487607431L, 0])])",4,20170220,1487605044,1487605038
064800_2..S01X015,None,None,S,"OrderedDict([(u'201S', [0, 1487605680L]), (u'204S', [1487605770L, 1487605770L]), (u'205S', [1487605860L, 1487605860L]), (u'206S', [1487605920L, 1487605920L]), (u'207S', [1487606010L, 1487606010L]), (u'208S', [1487606100L, 1487606100L]), (u'209S', [1487606190L, 1487606190L]), (u'210S', [1487606250L, 1487606250L]), (u'211S', [1487606370L, 1487606370L]), (u'212S', [1487606490L, 1487606490L]), (u'213S', [1487606610L, 1487606610L]), (u'214S', [1487606700L, 1487606700L]), (u'215S', [1487606820L, 1487606820L]), (u'216S', [1487606940L, 1487606940L]), (u'217S', [1487607030L, 1487607030L]), (u'218S', [1487607090L, 1487607090L]), (u'219S', [1487607180L, 1487607180L]), (u'220S', [1487607270L, 1487607270L]), (u'221S', [1487607390L, 1487607390L]), (u'222S', [1487607510L, 1487607510L]), (u'224S', [1487607690L, 1487607690L]), (u'225S', [1487607780L, 1487607780L]), (u'226S', [1487607870L, 1487607870L]), (u'227S', [1487607930L, 1487607930L]), (u'120S', [1487608200L, 1487608200L]), (u'123S', [1487608350L, 1487608350L]), (u'127S', [1487608620L, 1487608620L]), (u'128S', [1487608740L, 1487608740L]), (u'129S', [1487608800L, 1487608800L]), (u'130S', [1487608860L, 1487608860L]), (u'131S', [1487608920L, 1487608920L]), (u'132S', [1487608980L, 1487608980L]), (u'133S', [1487609070L, 1487609070L]), (u'134S', [1487609160L, 1487609160L]), (u'135S', [1487609250L, 1487609250L]), (u'136S', [1487609310L, 1487609310L]), (u'137S', [1487609400L, 1487609400L]), (u'228S', [1487609460L, 1487609460L]), (u'229S', [1487609610L, 1487609610L]), (u'230S', [1487609670L, 1487609670L]), (u'231S', [1487609940L, 1487609940L]), (u'232S', [1487610000L, 1487610000L]), (u'233S', [1487610090L, 1487610090L]), (u'234S', [1487610150L, 1487610150L]), (u'235S', [1487610240L, 1487610240L]), (u'236S', [1487610300L, 1487610300L]), (u'237S', [1487610420L, 1487610420L]), (u'238S', [1487610510L, 1487610510L]), (u'239S', [1487610600L, 1487610600L]), (u'241S', [1487610780L, 1487610780L]), (u'242S', [1487610840L, 1487610840L]), (u'243S', [1487610930L, 1487610930L]), (u'244S', [1487611020L, 1487611320L]), (u'245S', [1487611410L, 1487611410L]), (u'246S', [1487611500L, 1487611500L]), (u'247S', [1487611620L, 0])])",2,20170220,1487605044,None
059600_4..N06R,621N,1,N,"OrderedDict([(u'621N', [1487605053L, 1487605053L]), (u'416N', [1487605203L, 1487605203L]), (u'415N', [1487605323L, 1487605323L]), (u'414N', [1487605473L, 1487605473L]), (u'413N', [1487605593L, 1487605593L]), (u'412N', [1487605683L, 1487605683L]), (u'411N', [1487605773L, 1487605773L]), (u'410N', [1487605833L, 1487605833L]), (u'409N', [1487605923L, 1487605923L]), (u'408N', [1487606013L, 1487606013L]), (u'407N', [1487606073L, 1487606073L]), (u'406N', [1487606133L, 1487606133L]), (u'405N', [1487606253L, 1487606253L]), (u'402N', [1487606343L, 1487606343L]), (u'401N', [1487606463L, 0])])",4,20170220,1487605044,1487605023
061350_6..S01R,617S,1,S,"OrderedDict([(u'617S', [1487605037L, 1487605037L]), (u'618S', [1487605097L, 1487605097L]), (u'619S', [1487605187L, 1487605187L]), (u'621S', [1487605367L, 1487605367L]), (u'622S', [1487605457L, 1487605457L]), (u'623S', [1487605547L, 1487605547L]), (u'624S', [1487605607L, 1487605607L]), (u'625S', [1487605697L, 1487605697L]), (u'626S', [1487605817L, 1487605817L]), (u'627S', [1487605937L, 1487605937L]), (u'628S', [1487606057L, 1487606057L]), (u'629S', [1487606147L, 1487606147L]), (u'630S', [1487606267L, 1487606267L]), (u'631S', [1487606387L, 1487606387L]), (u'632S', [1487606507L, 1487606507L]), (u'633S', [1487606567L, 1487606567L]), (u'634S', [1487606627L, 1487606627L]), (u'635S', [1487606747L, 1487606747L]), (u'636S', [1487606807L, 1487606807L]), (u'637S', [1487606897L, 1487606897L]), (u'638S', [1487606957L, 1487606957L]), (u'639S', [1487607047L, 1487607047L]), (u'640S', [1487607167L, 0])])",6,20170220,1487605044,1487605007
064900_GS.S03R,None,None,S,"OrderedDict([(u'902S', [0, 1487605740L]), (u'901S', [1487605830L, 0])])",GS,20170220,1487605044,None
060050_2..N01X009,137N,0,N,"OrderedDict([(u'137N', [1487605081L, 1487605081L]), (u'136N', [1487605171L, 1487605171L]), (u'135N', [1487605231L, 1487605231L]), (u'134N', [1487605321L, 1487605321L]), (u'133N', [1487605441L, 1487605441L]), (u'132N', [1487605531L, 1487605531L]), (u'131N', [1487605591L, 1487605591L]), (u'130N', [1487605651L, 1487605651L]), (u'129N', [1487605741L, 1487605741L]), (u'128N', [1487605801L, 1487605801L]), (u'127N', [1487605921L, 1487605921L]), (u'123N', [1487606161L, 1487606161L]), (u'120N', [1487606341L, 1487606341L]), (u'227N', [1487606581L, 1487606581L]), (u'226N', [1487606641L, 1487606641L]), (u'225N', [1487606731L, 1487606731L]), (u'224N', [1487606821L, 1487606821L]), (u'222N', [1487607001L, 1487607001L]), (u'221N', [1487607121L, 1487607121L]), (u'220N', [1487607241L, 1487607241L]), (u'219N', [1487607331L, 1487607331L]), (u'218N', [1487607391L, 1487607391L]), (u'217N', [1487607451L, 1487607451L]), (u'216N', [1487607541L, 1487607541L]), (u'215N', [1487607661L, 1487607661L]), (u'214N', [1487607781L, 1487607781L]), (u'213N', [1487607871L, 1487607871L]), (u'212N', [1487607991L, 1487607991L]), (u'211N', [1487608111L, 1487608111L]), (u'210N', [1487608231L, 1487608231L]), (u'209N', [1487608291L, 1487608291L]), (u'208N', [1487608381L, 1487608381L]), (u'207N', [1487608471L, 1487608471L]), (u'206N', [1487608561L, 1487608561L]), (u'205N', [1487608621L, 1487608621L]), (u'204N', [1487608711L, 1487609011L]), (u'201N', [1487609131L, 0])])",2,20170220,1487605044,1487605041
